filename	measure	score
PMC4917499.txt	automated_readability_index	16.5
PMC4917499.txt	coleman_liau_index	15.14
PMC4917500.txt	flesch_reading_ease	29.01
PMC4917500.txt	gunning_fog	18.23
PMC4917500.txt	automated_readability_index	22.3
PMC4917500.txt	coleman_liau_index	15.21
PMC4919136.txt	flesch_reading_ease	34.12
PMC4919136.txt	gunning_fog	18.99
PMC4919136.txt	automated_readability_index	22.2
PMC4919136.txt	coleman_liau_index	13.36
PMC4919137.txt	flesch_reading_ease	36.12
PMC4919137.txt	gunning_fog	16.11
PMC4919137.txt	automated_readability_index	17.8
PMC4919137.txt	coleman_liau_index	13.99
PMC4919138.txt	flesch_reading_ease	35.47
PMC4919138.txt	gunning_fog	16.28
PMC4919138.txt	automated_readability_index	17.4
PMC4919138.txt	coleman_liau_index	17.46
PMC4919139.txt	flesch_reading_ease	15.68
PMC4919139.txt	gunning_fog	21.93
PMC4919139.txt	automated_readability_index	25.4
PMC4919139.txt	coleman_liau_index	16.31
PMC4919140.txt	flesch_reading_ease	43.53
PMC4919140.txt	gunning_fog	14.97
PMC4919140.txt	automated_readability_index	16.8
PMC4919140.txt	coleman_liau_index	16.59
PMC4919949.txt	flesch_reading_ease	27.39
PMC4919949.txt	gunning_fog	20.05
PMC4919949.txt	automated_readability_index	22.9
PMC4919949.txt	coleman_liau_index	14.81
PMC4919950.txt	flesch_reading_ease	206.84
